Conversation Incomplete,input,output
66fccbf231de073356a423e5,"Below is the conversation between the bot and user

user: this is ayuvatik massage centre in kolkata
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: Ballygang ( kolkata )
Address: 31 Mahanirban Roa , Hindustan Park ,behind Maharastra Bank Kolkata -29

Clinic Name: Bhubaneswar (Unique Enterprises)
Address: PLOT NO-407/2019, GARAGE CHHAK,NEAR RELIANCE TRENDS ,BHUBANESWAR-751002

Clinic Name: Siliguri Sevoke Road
Address: 3rd Floor Strong Enclave, Isckon Mandir Road, Sevoke Road, Siliguri

Do you like to book an appointment in one of the clinics mentioned above?

user: Please Ballygange centre provide phone no
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Kolkata, Belgharia
bot: Oh great! We have found 14 expert doctors in your area. Could you please let us know your exact location in Kolkata, Belgharia?

user: I want ayuvatik of spa centre
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Kolkata, belgharia
bot: Clinic list Sent

",Appointment Booking
66fcca451a04ce7b7ee5b213,"Below is the conversation between the bot and user

user: Please don't send any message
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: No
bot: Thank you for letting me know. If you have any health-related questions in the future, feel free to reach out.

",Symptom Consultation
66fcc9b641feffc36c4bfed0,"Below is the conversation between the bot and user

user: https://tinyurl.com/FlipKart-4229
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health-issues that you would like to discuss?

",Symptom Consultation
66fcc862684b7996d2e12045,"Below is the conversation between the bot and user

user: Hi
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Diabetic
bot: Have you been diagnosed with diabetes recently, and if so, what type do you have (Type 1, Type 2, or gestational)?

user: Type 2
bot: When were you diagnosed with type 2 diabetes, and have you experienced any significant changes in your health since then?

user: 2013
bot: How have you been managing your Type 2 diabetes since you were diagnosed in 2013?

user: Medicines
bot: Madhavbaug's medicines are formulated based on Ayurvedic principles and are generally considered safe and effective. For specific information regarding the guarantee of our medicines, it would be best to directly consult with our expert doctors. Would you like to book an appointment with a Madhavbaug Expert Doctor to get more detailed information? Additionally, you can visit www.madhavbaug.org to see our range of medicines and make purchases directly from there.

user: Yes
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Dwarka New Delhi
bot: Oh great! We have found 17 expert doctors in your area. Could you please let us know your exact location in Dwarka New Delhi?

user: Sector 12
bot: Clinic list Sent

user: Dwarka New Delhi
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: Madhavbaug Dwarka New Delhi
Address: Prop No.-54 , 3rd Floor , Opp. Pragati Public School Gate No.2 , Pocket-10 , Block-B , Sector-13 Dwarka , New Delhi - 110078

Clinic Name: PITAMPURA, DELHI
Address: MP-105, PITAMPURA, DELHI - 110034

Clinic Name: DELHI ROHINI SECTOR-11
Address: H-5/57, ROHINI SECTOR-11

Do you like to book an appointment in one of the clinics mentioned above?

user: Yes Dwarka sector 13
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: 110078
bot: Oh great! We have found 17 expert doctors in your area. Could you please let us know your exact location in 110078?

user: Sector 13
bot: Clinic list Sent

",Symptom Consultation
66fcc5b532321f1d5fd2a638,"Below is the conversation between the bot and user

user: Hi
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Upper body pain
bot: Can you describe the type of upper body pain you're experiencing (e.g., sharp, dull, throbbing) and its intensity on a scale of 1 to 10?

user: 8
bot: When did you first start experiencing this upper body pain, and has it been consistent or intermittent since then?

user: 3 years
bot: We recommend visiting our nearest clinic for a thorough assessment by our doctors. They will provide a personalized treatment plan which may include therapies such as ""Vataher chikitsa,"" an Ayurvedic therapy that provides relief and cures from deep within. Please visit our clinic at your earliest convenience so we can start your treatment and help alleviate your pain.

",Symptom Consultation
66fcb85931de073356a423e2,"Below is the conversation between the bot and user

user: Check up
bot: Do you have any specific concerns or symptoms prompting you to schedule a check-up?

user: 1299 package
bot: Thank you for your inquiry about the 1299 package. For more detailed information and assistance, please contact our Madhavbaug support team at +91 7400468145.

",Symptom Consultation
66fcb4801a04ce7b7ee5b20e,"Below is the conversation between the bot and user

user: Hello Sir Good Morning! 
Myself Dr Devendra Waghmare I took Khatavkar sir's reference, sir you called me today so at what time should I come sir?
bot: Good morning, Dr. Devendra Waghmare! Dr. Dhananjay Khatavkar is available today from 09:00 to 18:00. You can come in during this time. Would you like to book an appointment?


",Appointment Booking
66fcb2450b9cd4b1afa089fb,"Below is the conversation between the bot and user

user: Good Morning 🌅 
I have not received blood reports yet.

Blood test done on Saturday 28th September.
bot: Good Morning! Thank you for sharing that information. Have you been experiencing any symptoms or health issues recently?

",Symptom Consultation
66fca19a31de073356a423dd,"Below is the conversation between the bot and user

user: when is the class starting
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: no
bot: If you have any health concerns or symptoms in the future, feel free to reach out to me.

",Symptom Consultation
66fc9c0b31de073356a423da,"Below is the conversation between the bot and user

user: https://amazon.com@qroff.cyou?mysterybox=91727831005798
bot: Hello, I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fc9b58288cb65ed8b63617,"Below is the conversation between the bot and user

user: https://amazon.com@lroff.cyou?mysterybox=91727830821530
bot: Hello, I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
